GESLACHT;LEEFTIJDSKLASSE;GEMEENTENAAM;AANTAL_BSN;AANTAL_VERZEKERDEJAREN;KOSTEN_MEDISCH_SPECIALISTISCHE_ZORG;KOSTEN_FARMACIE;KOSTEN_TWEEDELIJNS_GGZ;KOSTEN_HUISARTS_INSCHRIJFTARIEF;KOSTEN_HUISARTS_CONSULT;KOSTEN_HUISARTS_OVERIG;KOSTEN_HULPMIDDELEN;KOSTEN_MONDZORG;KOSTEN_PARAMEDISCHE_ZORG_FYSIOTHERAPIE;KOSTEN_PARAMEDISCHE_ZORG_OVERIG;KOSTEN_ZIEKENVERVOER_ZITTEND;KOSTEN_ZIEKENVERVOER_LIGGEND;KOSTEN_KRAAMZORG;KOSTEN_VERLOSKUNDIGE_ZORG;KOSTEN_GENERALISTISCHE_BASIS_GGZ;KOSTEN_GRENSOVERSCHRIJDENDE_ZORG;KOSTEN_EERSTELIJNS_ONDERSTEUNING;KOSTEN_GERIATRISCHE_REVALIDATIEZORG;KOSTEN_OVERIG
M; 0 t/m  4 jaar;GIESSENLANDEN;407;368.71;535710.22;26466.50;2457.49;20413.43;9819.73;19319.83;13321.24;6680.21;12379.43;15683.42;1438.50;7210.86;0.00;0.00;0.00;296.87;1.80;0.00;140.89
M; 0 t/m  4 jaar;GILZE EN RIJEN;640;574.12;1106910.12;46656.38;14422.19;32054.40;16756.59;32226.65;17770.74;14152.61;13730.30;20859.74;3503.92;6428.11;0.00;0.00;0.00;3394.29;6.30;0.00;347.17
M; 0 t/m  4 jaar;GOEREE-OVERFLAKKEE;1230;1089.67;1317307.60;114927.00;33683.81;61186.68;29514.95;76249.38;18250.50;26481.98;25590.15;53313.57;14058.59;20607.15;0.00;0.00;0.00;4579.77;12.15;0.00;534.97
M; 0 t/m  4 jaar;GOES;852;765.11;733861.31;85522.29;13614.84;42398.22;19624.73;53372.11;22467.94;14086.36;30899.31;28624.83;989.62;3608.21;0.00;0.00;444.71;2876.63;9.00;0.00;1085.88
M; 0 t/m  4 jaar;GOIRLE;651;589.70;528881.62;54909.31;8556.19;32687.46;17998.55;33577.23;8425.35;12209.26;11968.71;21563.94;6.00;13885.22;0.00;0.00;825.90;3426.66;2.25;0.00;174.68
M; 0 t/m  4 jaar;GOOISE MEREN;1574;1422.67;2311303.76;125779.81;8633.75;78818.86;39693.95;103714.59;49476.67;25792.38;34102.33;27486.79;71.40;22754.99;0.00;0.00;4114.87;15353.12;37.35;0.00;1639.04
M; 0 t/m  4 jaar;GORINCHEM;998;899.47;904605.97;81956.18;5453.18;49060.38;24060.74;69953.53;42436.24;25178.41;31234.02;25438.74;3941.23;13891.54;0.00;0.00;1176.04;1190.78;18.45;0.00;701.02
M; 0 t/m  4 jaar;GOUDA;2080;1891.07;3329261.98;263104.59;27059.41;105307.31;59801.91;137661.96;47196.94;36560.77;64054.32;91591.35;654.45;32014.72;0.00;0.00;0.00;317435.20;36.90;0.00;16509.03
M; 0 t/m  4 jaar;GRAVE;316;289.63;275121.00;30129.13;2771.63;16248.66;9107.30;21053.48;2204.72;7255.79;24107.29;29339.12;2496.08;3467.52;0.00;0.00;0.00;87.37;9.90;0.00;144.84
M; 0 t/m  4 jaar;GRONINGEN;4556;4030.15;4940415.24;352647.53;185697.03;220833.20;103333.46;331412.15;96376.62;69166.37;112843.53;78749.92;1677.75;76974.67;0.00;0.00;4156.14;20030.78;444.15;0.00;16661.36
M; 0 t/m  4 jaar;GROOTEGAST;291;264.68;363740.42;29279.59;131.74;14726.88;8617.41;20137.33;6712.71;3660.44;6397.03;10872.94;10144.43;5881.46;0.00;0.00;2903.69;0.00;97.20;0.00;1461.58
M; 0 t/m  4 jaar;GULPEN-WITTEM;258;235.12;207823.83;21889.33;2528.10;12644.17;6860.14;13117.87;1850.17;3900.60;2721.74;7963.96;3998.80;3598.48;0.00;0.00;0.00;696.92;0.00;0.00;419.48
M; 0 t/m  4 jaar;HAAKSBERGEN;570;520.61;873678.86;54344.72;3294.69;29182.70;14758.78;33823.50;5731.41;10420.76;17099.73;21109.66;0.00;16010.76;0.00;0.00;0.00;2494.09;8.55;0.00;435.61
M; 0 t/m  4 jaar;HAAREN;254;232.20;323421.14;19797.44;6456.24;12959.07;7554.36;9108.23;3571.42;7444.09;8660.55;12806.81;2045.79;2608.78;0.00;0.00;394.79;582.82;1.80;0.00;94.95
M; 0 t/m  4 jaar;HAARLEM;4976;4463.57;4964648.30;334020.07;34597.44;247540.81;123927.15;375661.56;135805.53;120804.15;120155.82;116755.81;10276.74;88664.90;0.00;0.00;4512.17;19267.29;109.80;0.00;38801.90
M; 0 t/m  4 jaar;HAARLEMMERLIEDE CA;105;97.32;76938.80;5335.29;0.00;5496.68;2752.87;6966.36;1167.58;1196.37;1497.56;2744.95;0.00;1058.55;0.00;0.00;0.00;605.98;3.60;0.00;186.26
M; 0 t/m  4 jaar;HAARLEMMERMEER;3839;3496.73;3838033.62;290985.91;71014.43;194679.20;97514.81;300688.73;105295.81;96752.09;81440.17;99720.67;4994.73;56274.56;0.00;0.00;7514.26;12989.09;47.25;0.00;46700.70
M; 0 t/m  4 jaar;HALDERBERGE;681;617.55;703671.98;88490.87;20789.85;34299.45;18629.51;48242.03;11349.46;13678.97;26594.78;32838.40;574.53;7907.70;0.00;0.00;336.00;4080.50;6.75;0.00;831.68
M; 0 t/m  4 jaar;HARDENBERG;1715;1547.81;1679225.75;128787.08;5518.01;86082.32;44819.98;117572.15;51274.58;28802.62;70101.25;99716.47;7137.84;13398.89;0.00;0.00;4690.37;406.14;37.35;0.00;10700.50
M; 0 t/m  4 jaar;HARDERWIJK;1471;1331.55;1796570.52;198924.21;19454.46;74101.92;36406.27;113620.89;33138.62;27970.31;43992.21;59934.57;8486.95;35647.14;0.00;0.00;1493.94;5013.80;49.95;0.00;3082.53
M; 0 t/m  4 jaar;HARDINXVELD-GIESSENDAM;568;509.54;581930.13;93943.68;0.00;27393.75;12552.25;26045.42;16094.07;7907.48;16934.86;16488.67;525.24;3586.58;0.00;0.00;0.00;678.28;3.60;0.00;415.25
M; 0 t/m  4 jaar;HAREN;479;436.44;473133.24;27053.13;38081.00;24199.05;10347.01;31922.31;7556.52;6347.95;10563.08;9376.05;0.00;3477.84;0.00;0.00;0.00;334.25;47.25;0.00;277.75
M; 0 t/m  4 jaar;HARLINGEN;363;326.46;353179.94;24355.75;291.82;18320.02;8103.48;19881.83;10753.20;5677.22;11908.76;12319.54;0.00;11724.46;0.00;0.00;0.00;2315.86;360.45;0.00;224.00
M; 0 t/m  4 jaar;HATTEM;317;283.94;199975.48;16399.78;0.00;15792.95;6860.15;18858.53;2171.70;3722.00;4746.90;7533.52;0.00;688.71;0.00;0.00;0.00;533.33;9.00;0.00;124.59
M; 0 t/m  4 jaar;HEEMSKERK;944;866.04;1093276.51;106596.48;12640.34;48088.19;23490.38;62973.78;30372.67;24918.30;21185.70;26372.07;2601.00;15940.19;0.00;0.00;453.79;4945.58;23.40;0.00;4471.14
M; 0 t/m  4 jaar;HEEMSTEDE;633;575.96;453759.60;51252.37;4659.61;32365.58;13579.97;36325.67;11315.36;10611.78;12054.31;11675.49;0.00;7981.29;0.00;0.00;0.00;3183.67;4.95;0.00;2878.68
M; 0 t/m  4 jaar;HEERDE;466;425.64;386324.21;20706.01;18125.48;24047.60;10886.62;27555.95;5661.97;7763.18;13643.63;14445.86;0.00;3885.61;0.00;0.00;0.00;401.48;7.20;0.00;129.07
M; 0 t/m  4 jaar;HEERENVEEN;1355;1202.01;1685388.37;76846.75;27673.92;66553.62;26256.35;88640.88;36849.95;19918.43;33506.46;29340.63;610.80;21027.25;0.00;0.00;0.00;1879.28;1196.55;0.00;455.33
M; 0 t/m  4 jaar;HEERHUGOWAARD;1649;1491.11;1527808.81;135070.98;5585.46;83410.18;44142.30;81913.19;45653.17;51495.95;28883.36;47153.61;3769.18;32637.14;0.00;0.00;703.60;4766.99;43.20;0.00;1729.11
M; 0 t/m  4 jaar;HEERLEN;1887;1696.09;2871514.34;300032.53;28876.66;94135.32;55760.02;137484.77;66828.36;52514.19;43730.97;120633.12;26417.80;39723.78;0.00;0.00;611.23;27443.37;16.65;0.00;4778.30
M; 0 t/m  4 jaar;HEEZE-LEENDE;359;324.91;294379.35;37192.13;0.00;17592.07;9729.94;15806.90;9375.68;5047.50;10170.02;13936.01;0.00;2738.54;0.00;0.00;0.00;203.10;2.25;0.00;345.59
M; 0 t/m  4 jaar;HEILOO;436;398.89;479259.24;31887.94;6523.26;22231.59;10575.69;17720.36;6003.79;10918.79;7444.19;12425.55;1029.30;5226.68;0.00;0.00;0.00;1609.82;16.20;0.00;143.97
M; 0 t/m  4 jaar;HELLENDOORN;903;822.38;548117.27;52563.46;12653.23;46196.65;22432.38;56549.67;19595.81;17251.74;36603.03;36943.64;0.00;8567.83;0.00;0.00;0.00;277.30;15.75;0.00;209.47
M; 0 t/m  4 jaar;HELLEVOETSLUIS;937;842.28;885078.77;135803.02;16015.50;47422.13;30887.06;65778.44;17677.30;14974.61;25779.45;46482.86;517.18;25503.88;0.00;0.00;1249.65;1274.29;15.30;0.00;357.93
M; 0 t/m  4 jaar;HELMOND;2571;2306.74;3623736.33;245073.85;28975.91;127807.08;70403.60;187448.45;32593.79;51352.29;46247.25;152129.12;4018.98;31515.35;0.00;0.00;725.72;25898.66;27.90;0.00;11501.02
M; 0 t/m  4 jaar;HENDRIK-IDO-AMBACHT;1026;932.24;1396488.17;101791.66;12215.52;51146.61;25311.63;56525.85;24756.70;16603.03;36449.72;35854.96;0.00;16666.77;0.00;0.00;1038.41;5829.09;18.00;0.00;12593.83
M; 0 t/m  4 jaar;HENGELO;2090;1888.77;2663827.99;197027.30;44318.10;87963.49;42617.88;203699.99;27194.35;35311.61;81503.92;89873.97;11378.15;35133.59;0.00;0.00;5476.65;6364.78;36.90;0.00;2382.79
M; 0 t/m  4 jaar;HET BILDT;229;210.45;188230.37;12108.63;2204.66;11592.25;5311.26;11423.28;1473.54;4367.06;4837.08;8235.27;0.00;2281.99;0.00;0.00;0.00;0.00;258.75;0.00;100.16
M; 0 t/m  4 jaar;HEUMEN;365;324.60;319154.76;35855.43;0.00;17830.86;8842.97;24409.01;17019.68;7443.12;10560.23;12709.82;4172.98;694.06;0.00;0.00;664.94;746.74;0.00;0.00;4057.17
M; 0 t/m  4 jaar;HEUSDEN;1076;959.59;861554.71;80055.46;11642.31;53457.07;29398.83;51019.78;35378.39;28018.73;33277.83;66262.56;1747.60;9070.61;0.00;0.00;907.58;3779.04;9.90;0.00;767.82
M; 0 t/m  4 jaar;HILLEGOM;596;535.93;773530.84;65872.76;7698.61;29582.05;18620.11;43331.14;18561.75;11163.70;14062.22;8425.36;0.00;10453.97;0.00;0.00;0.00;1462.64;5.40;0.00;549.51
M; 0 t/m  4 jaar;HILVARENBEEK;311;281.47;317681.14;16759.39;0.00;15910.29;7679.70;11117.46;6055.37;7338.73;8139.95;9672.84;643.04;2070.87;0.00;0.00;403.87;377.70;0.00;0.00;55.20
M; 0 t/m  4 jaar;HILVERSUM;2427;2174.53;2511832.23;127263.09;38255.91;119591.79;60288.61;169731.15;45991.88;38784.37;34343.36;72418.73;712.37;32021.76;0.00;0.00;4721.35;5361.21;97.65;0.00;13408.87
M; 0 t/m  4 jaar;HOF VAN TWENTE;764;690.77;1190165.77;85082.47;6887.90;36802.76;19031.01;55714.42;12422.40;16063.64;14375.57;35978.92;1256.20;9133.96;0.00;0.00;4254.18;1170.83;11.70;0.00;113.85
M; 0 t/m  4 jaar;HOLLANDS KROON;1163;1051.61;1138948.06;152211.95;15482.61;58338.00;25728.25;58398.91;21126.71;25221.46;29837.94;39379.69;3626.08;18508.93;0.00;0.00;1337.01;272.97;38.25;0.00;293.15
M; 0 t/m  4 jaar;HOOGEVEEN;1530;1370.88;1850863.94;157564.62;317813.29;76988.06;47707.21;141533.15;67765.51;32421.84;45756.96;54226.80;3123.86;16950.34;0.00;0.00;1687.76;5360.29;45.45;0.00;6562.41
M; 0 t/m  4 jaar;HOOGEZAND-SAPPEMEER;838;753.64;1293137.52;55985.18;41935.08;42331.68;23567.81;77262.03;14191.64;13093.74;29687.78;29676.35;0.00;12197.49;0.00;0.00;348.22;610.23;26.10;0.00;3151.60
M; 0 t/m  4 jaar;HOORN;2124;1912.38;3113945.44;209121.56;21298.06;104108.52;52509.52;144329.61;41284.07;54534.32;39477.35;75652.39;1070.22;25330.48;0.00;0.00;3646.94;5790.08;50.85;0.00;9360.02
M; 0 t/m  4 jaar;HORST AAN DE MAAS;967;874.76;966510.76;86924.90;161257.12;48738.50;26542.32;55339.50;18155.10;27165.41;30680.57;26978.85;25288.83;7690.24;0.00;0.00;0.00;837.73;10.35;0.00;296.44
M; 0 t/m  4 jaar;HOUTEN;1506;1378.49;1274930.80;119420.67;19132.49;77840.57;36550.34;120988.64;39211.10;40720.30;39294.59;47784.20;0.00;14600.85;0.00;0.00;3560.75;4226.01;40.05;0.00;32723.64
M; 0 t/m  4 jaar;HUIZEN;1034;922.81;1132009.81;79503.36;12792.50;51281.16;28726.22;79368.32;5871.69;21286.19;18142.36;20632.51;2662.20;20075.17;0.00;0.00;1251.31;2776.01;25.20;0.00;11144.67
M; 0 t/m  4 jaar;HULST;470;405.12;425236.89;31564.04;25775.50;22061.10;10963.65;31656.32;6382.60;5370.47;10580.36;9414.18;7082.60;2911.96;0.00;0.00;958.41;131745.10;5.40;0.00;654.70
M; 0 t/m  4 jaar;IJSSELSTEIN;948;861.87;1847551.82;85165.78;40323.00;47628.70;25353.82;76122.94;16614.78;25943.68;21709.40;38528.62;3589.75;10463.77;0.00;0.00;0.00;5544.27;23.40;0.00;1545.88
M; 0 t/m  4 jaar;KAAG EN BRAASSEM;657;588.52;556698.46;57871.82;558.60;32784.91;18592.71;45192.95;9349.38;12972.86;16004.74;28279.43;0.00;10010.88;0.00;0.00;958.41;194.34;6.75;0.00;4811.73
M; 0 t/m  4 jaar;KAMPEN;1738;1564.06;1562405.05;70684.41;13525.58;87634.02;36464.68;109587.05;38995.32;36032.53;67872.68;51056.09;14308.70;10936.15;0.00;0.00;1374.53;1918.05;58.50;0.00;515.97
M; 0 t/m  4 jaar;KAPELLE;360;324.27;373687.15;62839.73;0.00;18116.40;8164.93;17677.50;9413.05;6651.78;8576.19;12517.20;0.00;4825.71;0.00;0.00;168.00;5121.50;0.00;0.00;147.86
M; 0 t/m  4 jaar;KATWIJK;2001;1791.60;2263152.75;152563.06;40667.44;99928.96;54216.13;160013.69;52648.09;41750.73;38337.83;88349.62;5523.84;31922.36;0.00;0.00;8027.38;3234.37;18.00;0.00;49932.86
M; 0 t/m  4 jaar;KERKRADE;955;862.01;1313196.46;113053.43;42765.48;46781.28;31230.82;73533.16;27251.28;29779.34;23248.10;59843.30;3613.15;17844.55;0.00;0.00;1137.90;72579.91;5.40;0.00;2331.72
M; 0 t/m  4 jaar;KOGGENLAND;585;523.15;1006912.85;43223.10;11574.45;28719.18;12017.01;24112.32;16972.28;16386.44;15281.01;19424.58;473.16;13975.09;0.00;0.00;0.00;1081.27;12.60;0.00;385.46
M; 0 t/m  4 jaar;KOLLUMERLAND CA;365;323.87;380516.83;106067.43;10668.71;18015.76;8693.24;26110.16;20988.72;4917.51;10688.54;19475.36;0.00;4282.83;0.00;0.00;0.00;0.00;393.75;0.00;14.29
M; 0 t/m  4 jaar;KORENDIJK;263;231.18;512954.71;35386.26;1326.12;12993.18;7729.15;14988.21;8272.29;3413.60;8452.82;3173.77;3119.73;2979.82;0.00;0.00;0.00;1071.19;5.40;0.00;120.47
M; 0 t/m  4 jaar;KRIMPEN AAN DEN IJSSEL;764;676.24;902766.85;54692.00;24339.30;37542.93;19362.54;42206.45;8218.89;8492.41;22091.48;29217.49;3413.28;10190.05;0.00;0.00;0.00;688.55;9.00;0.00;368.59
M; 0 t/m  4 jaar;KRIMPENERWAARD;1382;1250.13;1399672.00;146978.67;16907.09;69586.97;34268.64;65442.96;43364.55;24364.27;38852.97;51795.46;0.00;25856.25;0.00;0.00;0.00;1101.57;22.05;0.00;898.96
M; 0 t/m  4 jaar;LAARBEEK;530;482.61;949116.12;43815.50;3944.14;26861.33;15242.12;28856.29;25873.47;9003.38;14767.51;25061.95;655.44;10354.24;0.00;0.00;0.00;214.42;1.80;0.00;140.31
M; 0 t/m  4 jaar;LANDERD;386;349.85;506942.13;61060.21;182.20;19518.04;11436.78;24244.30;9968.20;7611.54;17285.85;16656.90;0.00;5576.35;0.00;0.00;0.00;422.42;3.60;0.00;444.20
M; 0 t/m  4 jaar;LANDGRAAF;749;669.79;1419806.75;85651.55;187.83;36857.83;23346.58;52258.56;13648.41;19511.08;14514.25;45338.58;1530.85;14134.59;0.00;0.00;734.53;16534.91;3.60;0.00;594.30
M; 0 t/m  4 jaar;LANDSMEER;260;237.16;196767.99;15612.97;0.00;13176.77;7229.49;16245.63;2567.46;5097.99;4958.33;2402.13;0.00;2251.37;0.00;0.00;0.00;1105.52;3.15;0.00;251.79
M; 0 t/m  4 jaar;LANGEDIJK;702;631.03;849846.43;62043.54;649.48;34625.24;16086.08;33298.36;10112.01;19248.28;19333.67;34148.81;2185.14;12659.97;0.00;0.00;185.22;94.80;12.15;0.00;104.23
M; 0 t/m  4 jaar;LANSINGERLAND;2165;1979.93;1841269.61;185869.97;11112.77;108335.85;56819.16;121479.44;30334.62;37934.87;95527.46;60900.14;422.24;17655.86;0.00;0.00;4883.71;37340.47;36.00;0.00;19340.08
M; 0 t/m  4 jaar;LAREN;212;187.05;407857.68;10275.80;129.29;10328.69;5216.12;14078.73;363.39;2410.48;6723.21;6265.28;0.00;6205.47;0.00;0.00;0.00;435.46;0.00;0.00;170.37
M; 0 t/m  4 jaar;LEEK;474;419.35;402455.54;30931.25;3284.57;23338.69;11675.70;34295.42;8405.17;5395.60;19914.22;12461.87;0.00;3647.49;0.00;0.00;695.87;52.40;68.40;0.00;117.43
M; 0 t/m  4 jaar;LEERDAM;559;498.16;577055.24;51913.49;6613.47;27673.11;14688.89;38435.45;7811.79;24624.81;17059.58;21349.85;0.00;7063.24;0.00;0.00;403.87;2226.83;4.50;0.00;182.56
M; 0 t/m  4 jaar;LEEUWARDEN;3001;2682.60;3894755.22;249046.97;43777.56;149700.72;69345.13;225945.99;58548.39;49692.73;81392.19;76369.02;2471.23;59677.56;0.00;0.00;1585.56;8863.02;3046.50;0.00;21102.29
M; 0 t/m  4 jaar;LEEUWARDERADEEL;217;193.40;224956.22;35544.73;839.25;10744.87;4887.14;12071.52;19459.43;3040.80;3017.75;12619.92;0.00;2531.80;0.00;0.00;0.00;160.00;237.60;0.00;94.75
M; 0 t/m  4 jaar;LEIDEN;3110;2727.71;4639033.31;318679.37;117779.87;150118.20;81169.23;250901.55;67235.46;50388.48;69870.08;129394.09;0.00;58247.52;0.00;0.00;5515.06;14863.82;31.95;0.00;27524.17
M; 0 t/m  4 jaar;LEIDERDORP;694;625.61;627357.04;53977.00;4379.57;34320.52;15658.16;51418.99;13080.75;13254.59;16752.05;30062.34;0.00;3976.26;0.00;0.00;1104.28;1382.70;15.75;0.00;11411.31
M; 0 t/m  4 jaar;LEIDSCHENDAM-VOORBURG;2116;1885.68;2380551.12;187005.84;26901.69;103785.54;59615.38;135874.42;26790.88;35920.29;47027.32;45039.10;3791.17;31608.50;0.00;0.00;695.87;7803.50;28.80;0.00;7452.52
M; 0 t/m  4 jaar;LELYSTAD;2344;2096.32;2902030.33;198690.23;29372.84;112500.50;61230.12;179343.57;53829.45;55852.71;50770.87;82699.22;1661.28;41172.83;0.00;0.00;1196.12;4274.09;85.05;0.00;35460.07
M; 0 t/m  4 jaar;LEUDAL;706;633.00;842433.31;53956.17;5946.49;35073.78;21291.98;46309.80;12258.83;12902.70;21083.02;29154.70;0.00;10840.11;0.00;0.00;0.00;23075.95;4.95;0.00;395.95
M; 0 t/m  4 jaar;LEUSDEN;770;697.27;1114464.29;65680.20;5959.38;38979.24;20721.90;54487.16;10223.03;8624.04;12841.56;20988.31;0.00;15844.10;0.00;0.00;711.33;1219727.75;9.90;0.00;1491.31
M; 0 t/m  4 jaar;LINGEWAAL;256;224.94;230691.73;19931.31;4127.77;12374.21;5887.28;15029.76;2204.40;9357.08;11962.79;9670.92;2764.95;2548.46;0.00;0.00;711.33;192.03;1.80;0.00;165.60
M; 0 t/m  4 jaar;LINGEWAARD;1150;1041.93;1059052.15;93850.05;9821.67;58030.92;30335.34;74821.83;35555.39;27136.68;38789.31;64072.63;6329.94;9869.62;0.00;0.00;1127.53;2415.68;32.40;0.00;729.62
M; 0 t/m  4 jaar;LISSE;585;522.80;753134.82;50978.49;1818.17;29359.64;13621.41;39969.08;6517.44;17088.86;20264.80;11699.52;2228.75;8343.36;0.00;0.00;0.00;1407.67;5.40;0.00;472.56
M; 0 t/m  4 jaar;LITTENSERADIEL;318;284.92;166330.57;12504.74;2252.37;15830.78;6526.71;16415.19;5457.06;4968.33;5203.50;6722.09;0.00;2859.18;0.00;0.00;0.00;0.00;326.70;0.00;46.60
M; 0 t/m  4 jaar;LOCHEM;623;563.92;804193.36;60546.52;4068.97;31316.92;14685.65;42560.30;5668.86;8630.33;13020.94;22498.68;0.00;5206.86;0.00;0.00;1066.29;1550.92;10.80;0.00;729.46
M; 0 t/m  4 jaar;LOON OP ZAND;535;482.67;391909.97;27503.74;14615.09;26779.21;14634.33;27250.74;11153.83;13901.17;12242.09;22599.81;1083.96;8413.85;0.00;0.00;0.00;591.83;8.10;0.00;489.95
M; 0 t/m  4 jaar;LOPIK;349;317.03;210207.43;16311.09;5465.33;17532.25;8148.29;19755.12;1792.57;5792.39;10687.17;10733.44;0.00;1718.68;0.00;0.00;0.00;630.36;2.70;0.00;283.55
M; 0 t/m  4 jaar;LOPPERSUM;277;256.79;213779.93;16532.09;4086.49;14090.70;7798.66;17333.00;4251.91;4013.50;6062.57;11025.57;0.00;2146.27;0.00;0.00;0.00;328.55;9.00;0.00;191.25
M; 0 t/m  4 jaar;LOSSER;501;461.62;503824.10;42127.65;29086.07;25448.59;10753.63;32450.88;23223.50;9345.31;15690.51;30531.52;7836.62;6850.96;0.00;0.00;0.00;1456.83;11.25;0.00;169.90
M; 0 t/m  4 jaar;MAASDRIEL;593;526.93;830291.69;49152.68;11248.76;29161.56;17287.91;39074.59;16845.75;17816.94;28393.18;34639.01;0.00;7842.03;0.00;0.00;0.00;336.76;7.20;0.00;339.53
M; 0 t/m  4 jaar;MAASGOUW;434;387.59;382403.34;47269.45;11207.01;21493.08;13826.50;26316.28;2410.19;8321.21;15150.09;20857.47;0.00;3718.53;0.00;0.00;0.00;20266.63;3.60;0.00;253.67
M; 0 t/m  4 jaar;MAASSLUIS;828;740.80;878254.92;117978.04;1856.05;40764.03;20576.13;50576.59;14230.93;15729.16;35791.92;40422.19;331.80;14518.52;0.00;0.00;0.00;5835.40;3.15;0.00;394.06
M; 0 t/m  4 jaar;MAASTRICHT;2161;1923.70;3207623.90;278099.74;89011.34;105377.25;61663.75;158608.83;53546.45;38587.50;47769.91;59915.87;3256.14;25735.38;0.00;0.00;4536.93;98841.29;14.40;0.00;4858.79
M; 0 t/m  4 jaar;MARUM;272;248.19;132224.24;12940.32;4986.05;13894.11;6080.92;17410.72;3326.65;3343.93;9974.02;5315.44;1279.16;1459.75;0.00;0.00;0.00;129.33;63.00;0.00;116.28
M; 0 t/m  4 jaar;MEDEMBLIK;1070;956.47;1366005.76;121522.92;12038.94;52186.10;23712.26;54486.06;24316.20;25474.18;13290.16;24896.18;2976.38;24433.48;0.00;0.00;1438.96;409.61;31.50;0.00;883.74
M; 0 t/m  4 jaar;MEERSSEN;365;330.69;316046.54;26081.37;4657.95;18083.98;10778.86;22592.21;8461.85;5513.80;10636.16;16137.71;0.00;5721.54;0.00;0.00;641.75;30414.01;0.00;0.00;129.56
M; 0 t/m  4 jaar;MENAMERADIEL;389;360.54;312490.07;21139.68;0.00;19781.94;8387.31;12721.90;19377.71;5912.74;6689.50;6865.15;0.00;4832.64;0.00;0.00;1625.29;96.40;418.05;0.00;510.69
M; 0 t/m  4 jaar;MENTERWOLDE;277;251.37;604404.82;27070.53;612.74;13717.51;8112.71;21019.99;13132.78;3576.44;9583.35;10303.87;2236.44;3404.63;0.00;0.00;1096.58;0.00;13.95;0.00;177.85
M; 0 t/m  4 jaar;MEPPEL;919;822.01;1167738.06;74153.84;21247.25;46255.26;26344.55;70062.95;50279.48;15858.01;56698.29;44719.11;1885.52;13903.69;0.00;0.00;996.30;3418.93;84.15;0.00;999.92
M; 0 t/m  4 jaar;MIDDELBURG;1281;1159.39;1224062.04;104733.43;35550.14;63881.44;29633.97;78017.54;22195.36;19382.49;30679.13;35374.40;3515.08;24279.69;0.00;0.00;695.87;5866.51;5.85;0.00;2145.09
M; 0 t/m  4 jaar;MIDDEN-DELFLAND;529;481.02;489739.74;39151.52;1080.71;26554.48;14639.52;30255.40;17907.88;8515.52;10605.39;12467.61;0.00;5141.70;0.00;0.00;0.00;2008.86;5.40;0.00;574.49
M; 0 t/m  4 jaar;MIDDEN-DRENTHE;742;660.92;1072584.16;65777.64;49386.27;36895.85;17977.03;52433.28;27562.44;15892.17;20404.04;29266.02;0.00;11358.56;0.00;0.00;0.00;1221.04;44.10;0.00;647.78
M; 0 t/m  4 jaar;MILL EN SINT HUBERT;226;196.64;263423.19;11676.17;0.00;9498.21;4887.41;12239.35;7710.28;5474.45;5408.52;7714.81;0.00;5278.41;0.00;0.00;0.00;279.00;0.00;0.00;333.12
M; 0 t/m  4 jaar;MOERDIJK;923;835.77;1197914.56;79493.52;17305.81;45510.15;25499.74;47312.98;36239.87;16749.52;32122.20;30126.69;4737.52;16310.26;0.00;0.00;0.00;2175.14;1.80;0.00;438.99
M; 0 t/m  4 jaar;MOLENWAARD;927;842.97;629589.10;48870.43;9969.69;46273.13;19248.13;37192.35;13597.13;15954.44;36560.80;15351.29;0.00;6871.56;0.00;0.00;1151.79;601.73;13.50;0.00;223.54
M; 0 t/m  4 jaar;MONTFERLAND;747;669.93;678389.43;69924.99;7632.06;36687.40;19181.00;59220.18;6131.77;12775.68;40325.65;50918.43;0.00;3059.98;0.00;0.00;1751.70;572.94;0.00;0.00;5391.22
M; 0 t/m  4 jaar;MONTFOORT;401;361.98;451456.27;41391.27;9237.23;20179.95;9102.79;28243.71;10850.62;9835.66;18862.63;8603.96;410.85;5627.29;0.00;0.00;1115.42;1133.60;5.40;0.00;355.54
M; 0 t/m  4 jaar;MOOK EN MIDDELAAR;135;120.24;193700.98;17643.81;0.00;6632.94;3477.68;8682.39;752.97;2332.78;4058.72;3696.12;0.00;619.65;0.00;0.00;84.00;3467.63;3.60;0.00;1312.80
M; 0 t/m  4 jaar;NEDER-BETUWE;669;598.82;538001.49;53311.02;9412.79;33324.95;18053.67;49974.93;15294.20;12891.48;12331.84;26336.88;6745.48;7945.99;0.00;0.00;1383.95;753.46;9.00;0.00;243.09
M; 0 t/m  4 jaar;NEDERWEERT;339;304.29;443474.57;44364.01;6477.55;17109.94;10607.44;19016.59;7337.19;4104.99;7912.36;13827.04;14185.05;6293.99;0.00;0.00;168.00;29123.75;1.80;0.00;266.88
M; 0 t/m  4 jaar;NEERIJNEN;334;295.45;420497.32;23689.04;8112.67;16050.76;8921.99;22684.58;9905.87;4873.78;11155.22;6165.45;0.00;4614.97;0.00;0.00;0.00;0.00;10.80;0.00;1138.47
M; 0 t/m  4 jaar;NIEUWEGEIN;1706;1532.82;1450513.36;135329.85;27693.21;83504.71;43707.64;133390.00;46704.39;43097.46;55562.89;50135.94;435.96;16488.17;0.00;0.00;639.01;10822.39;22.05;0.00;30902.08
