GESLACHT;LEEFTIJDSKLASSE;GEMEENTENAAM;AANTAL_BSN;AANTAL_VERZEKERDEJAREN;KOSTEN_MEDISCH_SPECIALISTISCHE_ZORG;KOSTEN_FARMACIE;KOSTEN_TWEEDELIJNS_GGZ;KOSTEN_HUISARTS_INSCHRIJFTARIEF;KOSTEN_HUISARTS_CONSULT;KOSTEN_HUISARTS_OVERIG;KOSTEN_HULPMIDDELEN;KOSTEN_MONDZORG;KOSTEN_PARAMEDISCHE_ZORG_FYSIOTHERAPIE;KOSTEN_PARAMEDISCHE_ZORG_OVERIG;KOSTEN_ZIEKENVERVOER_ZITTEND;KOSTEN_ZIEKENVERVOER_LIGGEND;KOSTEN_KRAAMZORG;KOSTEN_VERLOSKUNDIGE_ZORG;KOSTEN_GENERALISTISCHE_BASIS_GGZ;KOSTEN_GRENSOVERSCHRIJDENDE_ZORG;KOSTEN_EERSTELIJNS_ONDERSTEUNING;KOSTEN_GERIATRISCHE_REVALIDATIEZORG;KOSTEN_OVERIG
V;35 t/m 39 jaar;TYNAARLO;876;871.69;902016.88;133497.93;283968.45;50157.36;35877.86;41877.93;31819.59;2093.57;8092.96;1578.38;4313.39;12204.39;138013.10;83925.40;23162.73;1937.01;91.35;0.00;2602.57
V;35 t/m 39 jaar;TYTSJERKSTERADIEL;843;838.27;742522.51;112757.81;136936.16;48628.60;28879.12;28150.69;39283.99;4438.11;10348.06;2755.84;1359.03;4773.90;87164.15;56907.72;20714.51;2418.97;1072.35;0.00;1951.36
V;35 t/m 39 jaar;UDEN;1229;1225.63;1421308.53;410756.42;390091.73;70872.65;50848.05;47044.54;78641.56;1818.28;18545.52;9121.43;11507.20;9499.13;158583.74;97999.85;30736.70;32199.43;20.70;0.00;3464.66
V;35 t/m 39 jaar;UITGEEST;391;390.14;348411.85;36762.56;43277.25;22510.35;15958.39;17771.39;11350.91;5599.22;6919.43;632.47;0.00;2776.24;65723.13;39194.37;9143.26;158.68;5.40;0.00;3041.86
V;35 t/m 39 jaar;UITHOORN;861;856.55;1153095.37;130407.97;207846.04;48936.58;35860.76;44107.81;33499.78;2575.82;5400.39;2630.36;2274.30;19454.91;78208.31;58811.49;23927.20;2096.29;14.40;0.00;22262.40
V;35 t/m 39 jaar;URK;542;541.21;376167.59;62807.22;7961.74;31601.43;21459.95;32647.47;8692.88;5051.93;1854.60;2252.75;1061.25;13637.24;59513.78;33906.41;3637.23;7164.08;16.20;0.00;714.08
V;35 t/m 39 jaar;UTRECHT;12884;12780.62;13472909.69;1855298.53;4129519.83;746192.63;523900.92;645523.68;387086.79;67211.92;95118.00;69021.37;60411.88;123182.86;2325842.70;1664232.75;413825.03;302798.41;312.30;6299.14;291961.11
V;35 t/m 39 jaar;UTRECHTSE HEUVELRUG;1112;1106.21;1396319.71;153230.51;215483.68;63270.82;43660.27;57876.67;42010.93;18862.25;17896.13;8129.24;2910.29;17939.81;162012.81;116894.52;20212.61;6695.09;18.00;10287.60;10413.00
V;35 t/m 39 jaar;VAALS;167;164.20;167648.33;60791.54;44251.20;9467.28;7578.10;6604.32;20464.84;3684.04;3242.20;334.22;820.36;2020.28;6553.51;4499.60;7657.88;14289.58;1.80;0.00;1238.93
V;35 t/m 39 jaar;VALKENBURG AAN DE GEUL;404;401.33;409787.98;47837.03;139927.04;23155.01;16878.10;15374.49;3929.25;169.41;3249.97;3377.50;794.07;6365.39;47125.55;24286.46;9344.69;24660.65;1.80;0.00;4064.47
V;35 t/m 39 jaar;VALKENSWAARD;767;763.91;1017011.57;147518.52;131869.13;43963.83;31590.97;24949.79;60259.27;7172.79;14422.80;2565.06;13393.04;9989.27;68538.00;49788.40;22912.80;13018.08;10.80;0.00;17812.78
V;35 t/m 39 jaar;VEENDAM;784;778.89;780866.28;147550.80;162058.40;45089.66;33354.59;40996.47;20961.56;5269.71;5402.80;2255.81;5697.66;12286.95;46680.06;41385.83;10385.08;10864.33;46.35;0.00;3182.08
V;35 t/m 39 jaar;VEENENDAAL;1877;1870.49;1824748.71;345945.20;434725.01;109045.40;76262.59;105319.26;92528.99;19368.56;18432.71;10827.71;6224.95;21789.28;195288.55;131189.20;47710.34;1011.07;40.95;0.00;16360.54
V;35 t/m 39 jaar;VEERE;509;508.00;496591.53;64184.88;84916.04;29049.11;19148.66;22651.29;9701.19;7510.08;5188.67;1018.23;9790.61;5771.75;85127.23;49654.00;11029.40;10428.79;7.20;0.00;667.23
V;35 t/m 39 jaar;VEGHEL;1069;1062.92;953865.27;187266.00;202934.66;61366.89;47122.80;44342.20;65141.87;7164.38;9684.46;7471.76;8354.66;13610.37;92016.66;68948.14;23523.15;2480.19;12.60;0.00;3088.97
V;35 t/m 39 jaar;VELDHOVEN;1292;1280.92;1293921.47;169478.19;331358.75;72785.20;47892.23;44184.74;35285.94;6942.76;12479.17;8353.82;1177.59;10548.39;146070.79;90251.78;11384.27;16332.78;7.20;0.00;57051.76
V;35 t/m 39 jaar;VELSEN;1745;1737.73;1861850.84;296247.62;425903.85;100702.61;72992.19;92380.52;68966.13;19285.43;17924.39;6854.86;8010.57;29858.08;150403.81;112772.00;26460.33;17083.27;48.15;0.00;9615.42
V;35 t/m 39 jaar;VENLO;2837;2814.80;3319883.73;502602.20;811536.12;162402.35;120708.23;101244.10;103549.33;15553.16;49455.63;13031.67;26219.42;38678.88;263326.17;166996.99;33372.48;37154.82;29.25;0.00;25662.95
V;35 t/m 39 jaar;VENRAY;1177;1165.44;1172817.31;242466.70;278302.72;67074.51;50607.58;46709.53;74734.27;10121.07;28695.61;5953.81;2183.51;14816.56;134733.14;75523.41;19769.71;5022.87;17.10;0.00;6122.86
V;35 t/m 39 jaar;VIANEN;561;559.85;577942.39;111621.35;95650.54;32606.32;21647.22;26931.80;17163.32;1419.21;2319.60;1756.70;3890.98;6736.43;71036.09;39087.04;16825.07;237.79;17.55;0.00;978.86
V;35 t/m 39 jaar;VLAARDINGEN;2110;2084.87;2146059.83;286414.14;527040.52;118996.44;82898.27;75213.52;74348.99;13998.87;4894.76;6718.05;3966.84;29212.40;202697.55;137445.99;48196.62;30231.82;17.55;0.00;7907.08
V;35 t/m 39 jaar;VLAGTWEDDE;344;343.31;444148.84;75976.55;14791.62;19869.60;15916.37;20058.57;20711.02;4921.37;4251.53;1731.24;594.08;4424.49;26599.56;21903.66;4498.80;228.31;16.20;0.00;1602.21
V;35 t/m 39 jaar;VLIELAND;26;26.00;13326.15;2187.83;0.00;1504.83;1378.34;4489.46;3770.52;0.00;1623.00;0.00;0.00;3608.14;0.00;0.00;453.79;331.14;21.60;0.00;18.52
V;35 t/m 39 jaar;VLISSINGEN;1241;1230.47;1371420.26;211044.87;433873.91;70848.78;42394.11;57191.89;55033.21;5291.13;16201.77;4585.22;15135.17;18717.25;86992.85;84483.64;15996.31;89933.57;8.55;8952.38;3301.22
V;35 t/m 39 jaar;VOERENDAAL;296;292.87;302317.01;25207.47;40465.34;17064.62;13193.93;10282.32;10213.32;2773.60;1590.41;969.71;463.24;2420.28;31939.05;24002.09;8241.54;9946.05;10.80;0.00;1227.87
V;35 t/m 39 jaar;VOORSCHOTEN;747;740.71;750074.32;89039.31;147945.41;42935.13;29474.39;32805.97;17180.79;229.48;6711.72;1611.93;719.92;6120.34;119659.02;79101.01;17241.22;1682.62;16.20;0.00;10006.66
V;35 t/m 39 jaar;VOORST;543;540.48;563590.08;72494.89;80801.46;30901.78;20352.75;25020.82;13356.83;2692.25;8335.02;2423.41;1588.49;4702.27;92220.69;58645.43;2979.15;3167.63;10.80;0.00;470.58
V;35 t/m 39 jaar;VUGHT;769;767.10;867709.97;81220.11;160225.74;44138.44;27192.60;23046.96;69931.41;3485.43;9519.22;6504.05;5339.98;11480.17;101120.77;67278.33;16694.12;11114.43;7.20;0.00;2706.87
V;35 t/m 39 jaar;WAALRE;469;465.68;438531.61;85269.69;199661.99;26838.11;17577.60;14091.94;11260.66;4912.26;5097.90;1261.44;10923.84;4183.21;87427.63;37787.28;6339.36;2093.37;7.20;0.00;20937.80
V;35 t/m 39 jaar;WAALWIJK;1322;1311.31;1402055.25;302475.57;289622.28;75342.19;61689.79;47876.65;56024.05;14776.81;15159.44;6879.65;15102.96;26839.61;111206.34;67007.97;19420.55;5883.46;12.15;0.00;5630.94
V;35 t/m 39 jaar;WADDINXVEEN;676;672.64;524514.37;77000.14;73171.38;38322.03;24019.59;22581.06;26434.66;2942.75;4421.18;2111.14;10.48;3475.06;72656.21;53657.72;17626.00;3575.95;20.25;0.00;5586.68
V;35 t/m 39 jaar;WAGENINGEN;910;896.17;688789.60;200521.01;324576.54;50935.35;35105.02;46675.88;18450.15;2498.24;7065.32;2304.85;9647.99;9522.99;129307.40;85023.89;18183.93;9103.23;23.40;0.00;1926.93
V;35 t/m 39 jaar;WASSENAAR;591;568.71;690831.48;72909.94;72047.31;32040.96;23154.90;18962.95;19638.71;1512.02;4300.95;1721.53;0.00;6629.29;106562.48;55300.45;14594.64;5440.41;4.05;0.00;1143.93
V;35 t/m 39 jaar;WATERLAND;427;425.62;466229.86;57382.48;64180.73;24661.68;16298.12;22592.59;15850.19;1924.60;2380.26;1270.12;264.26;3913.96;68994.21;40673.22;11972.59;268.20;13.95;0.00;7414.21
V;35 t/m 39 jaar;WEERT;1261;1255.04;1452978.97;452197.33;308699.34;72775.67;52328.63;50422.16;57268.82;7737.52;31536.30;9645.75;22321.77;14283.79;127247.67;90742.04;41455.55;11025.99;6.30;0.00;8556.42
V;35 t/m 39 jaar;WEESP;582;578.05;664488.18;96799.16;131135.78;33696.46;25581.77;26389.08;23647.53;2185.30;3592.70;2177.46;979.20;7276.13;83827.42;51964.06;24641.35;1760.53;16.20;0.00;1512.06
V;35 t/m 39 jaar;WERKENDAM;686;683.55;648761.46;127063.56;62705.18;39344.73;29515.62;28864.41;38664.34;1327.24;4070.58;1013.30;561.30;4747.51;82429.50;47065.03;8698.62;2456.23;7.65;0.00;3588.52
V;35 t/m 39 jaar;WEST MAAS EN WAAL;458;454.14;522023.05;70475.75;22087.76;26385.20;19339.23;23621.30;23944.85;2156.15;738.31;2348.10;1047.18;2733.19;66198.66;34639.53;8993.12;1306.45;3.60;0.00;1531.13
V;35 t/m 39 jaar;WESTERVELD;400;397.29;458978.21;77987.37;226835.35;22791.60;16763.91;20829.89;49915.58;1247.25;2468.75;1291.51;3127.18;9776.80;58322.31;27619.93;12637.35;9707.92;66.15;0.00;4296.34
V;35 t/m 39 jaar;WESTERVOORT;418;417.11;372090.20;69928.85;104291.07;24218.55;18996.78;26498.24;9910.42;172.74;1456.90;1545.28;381.09;697.83;40447.59;19669.38;8561.71;921.52;5.40;0.00;2281.43
V;35 t/m 39 jaar;WESTLAND;2988;2957.90;2747268.04;393235.46;594560.47;169430.07;112803.63;115556.06;86484.50;19080.72;24398.19;16727.06;2144.55;21604.17;322166.30;188948.95;56878.68;12803.15;28.35;5292.03;4641.08
V;35 t/m 39 jaar;WESTSTELLINGWERF;649;647.37;630203.19;130498.98;114577.00;37374.01;27912.24;34688.27;35575.08;6817.37;8740.12;3503.96;8547.77;9236.69;66254.80;34106.18;8373.22;4847.98;565.65;0.00;1769.34
V;35 t/m 39 jaar;WESTVOORNE;329;327.94;315204.54;55869.79;29252.69;18769.09;13394.67;12555.10;6558.95;349.88;7383.97;699.68;6752.86;773.23;29854.88;23346.54;6457.55;326276.88;9.00;0.00;23814.86
V;35 t/m 39 jaar;WIERDEN;633;630.81;755502.44;72647.15;95082.52;36656.49;22407.50;31565.98;15526.51;1452.54;5183.52;2253.92;3349.77;10872.44;94887.44;52869.77;11855.31;14111.66;9.00;0.00;1978.25
V;35 t/m 39 jaar;WIJCHEN;1168;1162.07;1424737.15;155457.22;339720.60;67600.47;50588.79;50305.99;48019.09;17190.68;19901.30;6443.65;10400.55;18712.64;118739.34;73520.07;28478.49;1152.17;23.40;0.00;3962.16
V;35 t/m 39 jaar;WIJDEMEREN;559;555.10;553670.53;104479.95;72404.09;31876.64;24268.05;24651.68;10726.21;718.30;10298.30;3391.48;0.00;9603.65;81785.81;42571.52;18571.23;5877.23;6.75;0.00;1544.44
V;35 t/m 39 jaar;WIJK BIJ DUURSTEDE;582;580.31;625027.13;62072.92;113119.89;33564.06;23458.03;30584.25;23590.27;697.13;15194.82;4870.90;0.00;5190.18;63688.38;42349.38;8347.48;7362.35;13.95;0.00;1204.22
V;35 t/m 39 jaar;WINSUM;361;359.77;342454.88;56389.80;96507.54;20893.40;12535.52;16613.84;8960.19;1249.85;743.45;1181.67;91.55;2138.73;25949.00;19486.80;6282.90;8783.52;22.95;0.00;1769.43
V;35 t/m 39 jaar;WINTERSWIJK;758;755.16;704959.69;136297.39;368537.35;43990.71;35217.30;38510.77;37984.20;3725.84;5018.83;2480.21;3319.57;8362.65;59699.08;37142.99;15314.52;1387.51;5.40;0.00;2430.85
V;35 t/m 39 jaar;WOENSDRECHT;515;509.87;587272.14;82558.68;163059.48;29234.61;20297.13;21571.35;26765.96;3123.63;4911.74;1171.48;12044.68;8821.41;59803.40;41699.59;6048.17;32257.92;1.80;0.00;3828.46
V;35 t/m 39 jaar;WOERDEN;1555;1551.48;1472983.32;277319.67;477804.86;90250.86;65815.79;61737.33;45568.71;8003.43;25819.14;9258.14;3020.93;15709.00;219264.23;153245.74;28142.39;7028.04;44.55;0.00;3749.42
V;35 t/m 39 jaar;WORMERLAND;379;377.22;420630.03;40330.86;66428.52;21889.04;14314.02;16605.20;6535.64;6494.76;563.64;1967.27;235.26;4264.57;36027.98;29413.62;8130.06;606.36;9.00;0.00;90.63
V;35 t/m 39 jaar;WOUDENBERG;323;321.12;304007.90;34076.76;31065.68;18225.19;10860.32;13130.00;13562.50;5392.12;8133.90;466.92;243.45;2093.49;41298.27;22449.90;6392.86;6712.18;6.75;0.00;787.00
V;35 t/m 39 jaar;WOUDRICHEM;399;398.07;394117.43;58822.54;34925.52;23171.46;16311.69;13469.42;10141.34;4457.49;12326.67;1328.78;3095.90;4601.09;45660.56;22192.06;7729.35;365.80;7.20;0.00;1882.55
V;35 t/m 39 jaar;ZAANSTAD;4887;4846.13;5316851.79;910389.12;1015398.88;282445.86;214806.80;258015.55;201866.34;28421.70;35429.55;16007.33;11122.92;93802.71;469567.25;330149.70;101451.71;45213.80;99.00;0.00;39746.37
V;35 t/m 39 jaar;ZALTBOMMEL;767;763.90;867623.12;143428.85;102677.02;44337.67;37269.73;34223.97;27703.12;4253.95;13310.54;2394.75;3513.51;7374.15;88133.13;47680.46;10504.80;582.83;16.20;0.00;1205.82
V;35 t/m 39 jaar;ZANDVOORT;488;484.55;458222.52;59078.55;75744.91;27920.94;21224.36;30153.26;7223.67;2092.03;11138.89;1605.30;2983.23;3606.02;46875.94;43164.89;7418.49;4017.22;13.95;0.00;6172.42
V;35 t/m 39 jaar;ZEDERIK;365;362.97;253683.61;41831.07;15751.79;21096.84;14503.69;13856.05;7920.67;2060.35;3902.37;652.66;0.00;724.22;45401.39;22175.24;1321.92;158.16;1.80;0.00;1316.79
V;35 t/m 39 jaar;ZEEWOLDE;604;599.92;449325.62;136673.02;130318.24;34786.41;20060.82;25516.78;13355.50;1507.82;4281.19;2639.18;1361.51;5673.12;69049.00;45161.96;30710.00;13809.30;25.20;0.00;1918.99
V;35 t/m 39 jaar;ZEIST;1675;1668.27;2020232.20;258671.45;891474.54;95841.26;58549.01;88286.79;76657.93;12102.88;21052.11;6966.48;414.30;33117.03;303718.59;192571.50;45219.87;20848.96;50.40;0.00;8068.04
V;35 t/m 39 jaar;ZEVENAAR;948;945.50;1065070.55;147086.89;302064.82;54611.72;48319.83;56065.63;18956.75;7221.48;12327.07;3917.18;6148.66;8624.57;119012.34;77104.29;31366.64;3167.67;25.20;0.00;6561.19
V;35 t/m 39 jaar;ZOETERMEER;3694;3676.75;4112990.45;759574.29;1097022.84;213484.40;161426.85;145101.32;135456.95;19919.61;53892.58;14451.71;6198.82;62113.59;340895.93;255047.98;79697.09;25129.50;63.00;0.00;98147.56
V;35 t/m 39 jaar;ZOETERWOUDE;205;203.46;156312.31;36689.01;71091.98;11412.04;8474.13;10517.93;4686.92;0.00;280.00;461.78;0.00;671.44;35323.46;21952.56;5188.45;176.68;1.80;0.00;887.69
V;35 t/m 39 jaar;ZUIDHORN;541;539.16;479275.03;179932.66;70808.38;31366.10;22329.57;23807.80;27680.87;4305.84;4418.40;4716.39;0.00;7310.06;59694.45;38435.79;12620.04;2871.54;82.80;0.00;704.20
V;35 t/m 39 jaar;ZUIDPLAS;1051;1049.57;1127133.49;184293.29;123325.27;60888.44;46555.03;49377.60;31510.87;11519.83;4568.48;5393.86;2076.15;11121.03;138053.85;83813.66;18060.44;11098.68;20.70;0.00;1303.70
V;35 t/m 39 jaar;ZUNDERT;511;499.45;467002.00;84440.24;55195.09;27948.93;19428.40;19336.74;15078.69;3529.66;14507.30;2080.40;6766.79;5870.15;63421.33;37414.97;3356.25;3748.58;1.80;0.00;5085.69
V;35 t/m 39 jaar;ZUTPHEN;1347;1342.07;1567605.75;227499.03;460373.90;77545.11;53169.41;71436.07;42364.39;7230.95;11692.94;5437.71;2473.07;14807.80;109864.13;78520.14;31540.95;7970.74;34.20;0.00;1503.09
V;35 t/m 39 jaar;ZWARTEWATERLAND;670;668.28;416172.53;50652.08;55597.56;38614.23;22946.08;31171.99;21226.04;11088.38;3148.82;1786.23;835.80;2934.58;45953.24;30424.80;6720.64;553.66;32.40;0.00;1188.88
V;35 t/m 39 jaar;ZWIJNDRECHT;1293;1287.62;1220899.47;231506.76;203836.00;74529.95;50830.30;39610.43;52205.47;10953.91;15662.56;4260.81;662.52;22863.50;103518.88;56607.51;24110.27;3169.71;22.95;0.00;6992.67
V;35 t/m 39 jaar;ZWOLLE;4328;4303.48;4757031.54;599056.50;1181418.16;249300.51;162803.24;218534.25;178734.03;43897.22;39438.82;19718.33;13644.23;63091.75;590312.73;371053.26;101757.44;220272.36;179.55;0.00;31137.99
V;40 t/m 44 jaar;AA EN HUNZE;867;865.43;729480.45;135025.21;85343.65;49875.06;29381.97;42153.79;33923.93;6598.55;4811.71;1696.36;3423.97;9121.79;10468.68;5645.44;17424.00;14080.30;37.35;0.00;5520.12
V;40 t/m 44 jaar;AALBURG;484;482.78;569155.85;84966.84;72399.04;27806.09;18964.27;21422.97;16719.15;946.23;2998.32;409.73;8042.56;6285.84;10843.55;6381.91;1380.41;6896.96;10.80;0.00;1242.76
V;40 t/m 44 jaar;AALSMEER;1371;1352.81;1107338.90;185338.91;302451.08;77393.60;52231.24;59355.38;26907.27;8058.78;11025.10;4779.57;2230.32;7849.91;36913.81;17833.35;12977.01;14165.64;21.60;0.00;31895.16
V;40 t/m 44 jaar;AALTEN;905;903.59;802369.86;172134.86;129029.89;52552.17;40445.68;43250.40;36380.37;6576.11;7384.27;3325.81;9319.05;8848.98;1992.61;4722.37;12648.77;2978.01;10.80;0.00;4568.26
V;40 t/m 44 jaar;ACHTKARSPELEN;986;984.61;814772.42;239239.33;222904.16;57402.69;36347.80;40041.48;43722.02;5389.07;13205.28;2471.37;22842.84;16534.10;14352.77;11086.85;16952.14;7837.44;1274.85;10559.01;4018.43
V;40 t/m 44 jaar;ALBLASSERDAM;674;672.31;673905.15;129227.40;88004.75;39070.40;26596.16;21764.94;30153.57;1080.24;14058.12;1445.13;0.00;6831.88;24961.76;15933.00;5739.30;1521.45;7.20;0.00;4472.59
V;40 t/m 44 jaar;ALBRANDSWAARD;1074;1071.34;1138634.04;155654.16;137977.42;62224.05;47293.66;39892.89;42103.58;7909.89;13746.01;2985.78;964.77;11534.26;19447.11;9250.47;13582.51;3129.49;10.80;0.00;3923.76
V;40 t/m 44 jaar;ALKMAAR;3722;3710.05;3288373.46;773533.41;973577.66;215903.06;134374.71;108119.32;128943.44;18906.06;46879.20;15180.00;8343.01;49959.78;63458.67;45004.50;105506.95;23107.78;93.60;0.00;62623.06
V;40 t/m 44 jaar;ALMELO;2657;2647.70;2609850.88;533706.11;844196.96;155954.22;125571.00;145475.90;224088.19;52136.36;35854.98;17207.76;12357.72;52325.54;44209.16;27568.70;47587.38;7164.71;37.80;0.00;29171.26
V;40 t/m 44 jaar;ALMERE;7895;7851.01;9131864.51;1894604.97;1469018.30;456323.85;387325.61;431261.98;327388.52;59061.93;75477.19;31095.43;13938.95;121060.52;134200.09;59281.31;162262.36;55822.69;287.55;0.00;255477.47
V;40 t/m 44 jaar;ALPHEN AAN DEN RIJN;3846;3835.85;3674022.68;892716.67;879636.42;222285.92;159176.87;208388.56;149407.07;20853.50;70701.98;18015.31;34976.89;70618.93;63439.05;28359.42;70133.02;20708.62;47.25;0.00;71124.29
V;40 t/m 44 jaar;ALPHEN-CHAAM;308;307.50;231699.74;45562.50;17829.70;17736.54;11418.45;7667.13;11226.92;1418.84;2346.20;723.45;673.73;2885.57;7856.59;1919.06;6011.32;6710.24;1.80;0.00;826.76
V;40 t/m 44 jaar;AMELAND;119;119.00;59379.58;14364.25;33078.47;6939.29;7007.71;8825.53;1241.33;0.00;2454.78;423.40;364.72;0.00;2293.39;2841.32;2817.99;0.00;133.20;0.00;740.46
V;40 t/m 44 jaar;AMERSFOORT;6069;6047.64;5938664.08;1134484.56;1389042.37;352313.52;251069.63;337459.88;215310.81;46000.42;113046.31;30220.12;6439.49;71725.50;146159.24;86835.98;159688.47;44433.23;204.30;0.00;60428.59
V;40 t/m 44 jaar;AMSTELVEEN;2971;2926.55;2733069.68;506966.33;969702.11;168058.22;98038.82;115838.83;91917.52;16631.48;28281.95;10591.77;1464.63;29227.23;99842.09;56197.17;80966.00;24264.82;40.05;0.00;54160.51
V;40 t/m 44 jaar;AMSTERDAM;29455;29092.17;28639157.68;6178135.47;10114228.95;1711157.05;1273874.96;1208650.06;965034.81;207569.78;290016.30;117772.79;38786.37;432241.07;1108764.35;754111.35;614375.45;549509.04;643.95;61540.30;377212.81
V;40 t/m 44 jaar;APELDOORN;5655;5637.79;5800199.56;966600.10;1782075.99;326622.90;208217.89;254909.21;284592.43;38234.13;67093.89;25545.32;20836.28;45603.77;106643.35;49541.23;64465.12;43580.82;134.55;0.00;31647.28
V;40 t/m 44 jaar;APPINGEDAM;403;401.56;485636.62;148473.14;70944.74;23302.95;20154.53;23910.52;15485.26;2528.27;9819.77;3530.69;3182.11;6555.68;147.28;626.28;13271.41;45.07;18.00;0.00;10859.54
V;40 t/m 44 jaar;ARNHEM;5582;5554.20;5491688.75;1249143.19;1472257.15;323502.76;245934.27;297456.75;226784.62;84944.13;65298.28;23820.82;27299.52;63080.95;147986.25;111278.82;132939.36;44356.46;117.45;28684.20;62180.99
V;40 t/m 44 jaar;ASSEN;2484;2475.76;2519589.40;640986.47;1042607.04;142836.82;104231.86;121812.38;152186.26;53325.35;34238.12;11256.78;7436.46;57935.18;42004.48;20570.06;71984.43;5169.47;177.30;0.00;30717.90
V;40 t/m 44 jaar;ASTEN;539;537.76;440110.88;81484.11;37370.68;30724.83;20100.07;15952.22;19881.02;6039.81;18964.13;5385.90;9169.20;2840.33;4928.90;3353.57;8783.25;3968.80;4.95;0.00;2978.52
V;40 t/m 44 jaar;BAARLE-NASSAU;184;183.00;146394.21;23487.78;31080.79;10460.76;6929.52;5933.96;6735.38;1886.14;156.92;3019.16;1835.61;1523.84;1025.63;1880.49;2360.68;2486.99;1.80;0.00;577.44
V;40 t/m 44 jaar;BAARN;837;832.30;728901.21;119781.27;207975.72;47691.93;32397.95;38094.08;37459.23;4873.86;17152.80;6291.62;1124.16;11930.57;23077.99;16735.27;11052.95;11676.86;21.15;0.00;5262.84
V;40 t/m 44 jaar;BARENDRECHT;2198;2191.70;2098455.68;390988.24;341923.28;127222.37;88103.82;77857.40;68375.51;11434.06;26759.12;6154.96;6428.62;25241.51;56031.15;29983.54;36124.75;14639.54;19.80;0.00;4684.94
V;40 t/m 44 jaar;BARNEVELD;1716;1710.08;1373892.45;277726.36;315255.47;99389.17;65040.08;79883.69;58209.90;6119.41;26188.43;5208.60;6210.09;18097.06;30116.50;24456.39;22703.95;4089.09;35.55;0.00;9221.24
V;40 t/m 44 jaar;BEDUM;324;322.76;369135.07;51794.27;22111.69;18642.36;9545.24;16995.24;29504.07;394.53;10882.90;531.85;1816.12;3265.14;3822.12;2205.77;5073.93;2306.91;16.20;0.00;1746.57
V;40 t/m 44 jaar;BEEK;523;522.27;643362.96;96170.27;216700.71;30220.00;24888.54;23660.26;47993.72;5674.91;12687.78;4493.41;1953.06;5515.77;4812.44;1267.36;4303.15;49313.96;5.40;0.00;6257.62
V;40 t/m 44 jaar;BEEMSTER;276;276.00;244968.40;28371.21;31886.88;15829.15;8640.94;12526.17;9142.82;451.71;3634.35;306.35;203.46;3937.57;1585.73;1155.52;2446.71;585.99;5.40;0.00;323.37
V;40 t/m 44 jaar;BEESEL;437;436.29;374192.06;78478.80;59688.51;25379.20;19621.20;19550.58;9335.94;4954.16;3645.09;3045.40;0.00;9116.44;7863.76;3522.09;2659.51;18172.29;12.60;0.00;2938.94
V;40 t/m 44 jaar;BELLINGWEDDE;269;266.93;410848.87;55946.00;75262.22;15544.58;10688.02;15478.43;4388.22;2326.74;3718.20;3797.20;5194.15;2953.43;9038.94;4476.19;4358.28;297.10;12.60;0.00;1561.75
V;40 t/m 44 jaar;BERG EN DAL;1166;1158.96;1114003.68;239722.75;173215.58;66919.40;43829.46;47955.99;54160.75;10641.91;19571.94;5612.53;6978.55;10205.92;21310.65;18235.88;17890.97;3624.65;18.00;0.00;6905.31
V;40 t/m 44 jaar;BERGEIJK;603;599.03;442316.96;86319.44;26409.35;34457.98;20470.52;13419.68;17752.65;5452.77;2707.89;3573.56;3723.13;9340.43;7823.44;5733.33;2935.36;30951.15;7.65;0.00;21458.40
V;40 t/m 44 jaar;BERGEN LB;442;440.25;384348.20;70262.67;118465.93;25654.52;20958.90;17388.73;14834.66;2291.33;6591.53;1303.17;15103.12;3227.44;4688.05;1805.88;4938.58;3774.43;4.95;0.00;1426.16
V;40 t/m 44 jaar;BERGEN NH;961;952.34;812598.40;109937.62;150923.35;55246.93;30373.02;22869.86;30700.05;2973.91;6972.15;2545.03;804.96;8242.01;17843.59;8183.47;22761.67;25598.89;38.70;0.00;13993.80
V;40 t/m 44 jaar;BERGEN OP ZOOM;2312;2295.95;2321275.78;522230.96;631879.85;132867.96;98074.53;96297.16;119419.77;43088.76;47761.44;11849.69;26601.78;37250.87;27327.35;22794.95;21078.98;194957.31;23.40;0.00;29720.84
V;40 t/m 44 jaar;BERKELLAND;1459;1454.47;1078752.76;216017.30;212805.61;84460.45;52050.18;74699.67;74753.09;16540.39;28114.89;9813.43;1204.03;13837.18;14731.58;7565.15;11108.11;8041.14;16.65;0.00;8209.68
V;40 t/m 44 jaar;BERNHEZE;1024;1020.55;923595.63;152350.54;55953.19;59301.99;38681.31;34703.88;52246.66;8279.85;19773.94;4915.05;5485.61;12718.34;4031.71;1701.31;17554.42;19556.08;16.20;21661.24;10001.22
V;40 t/m 44 jaar;BEST;1093;1087.59;1017970.00;303617.89;154535.90;63305.13;40546.45;28692.32;27788.24;10520.73;15818.10;5147.21;1013.69;5302.08;17151.06;5034.58;15193.88;3369.39;14.40;0.00;61480.46
V;40 t/m 44 jaar;BEUNINGEN;890;889.56;843469.39;169952.20;165961.59;51894.26;38523.42;31688.35;22810.99;7540.29;14142.36;6402.96;0.00;8362.65;12332.03;5592.17;31343.37;2208.36;16.20;0.00;3933.47
V;40 t/m 44 jaar;BEVERWIJK;1474;1467.00;1374244.11;291908.78;219221.25;84894.25;62164.48;65196.13;42136.62;3867.44;15860.80;3609.26;2157.65;20112.45;14082.24;11231.24;33477.50;9645.18;25.20;0.00;13698.38
